epoch,train_loss,train_acc,train_dice,val_loss,val_acc,val_dice
26,0.36820876474181813,0.7406878200278133,0.21342464590014104,0.4415633576954233,0.6926061988333633,0.23304348480727138
27,0.3677276143974243,0.741566237989364,0.21375172747785498,0.3125374621615328,0.7914990830695492,0.16768402384658312
28,0.3660377743866516,0.7418410050809932,0.2140567725377984,0.3711986832706065,0.7403376056773453,0.23253926837110314
29,0.366994636677079,0.7411760981281458,0.21314692767159005,0.36972729617665556,0.7398390642071135,0.22015651996279584
30,0.36565190286231236,0.7427421244958516,0.21766198542752083,0.371489904371315,0.7237384109204756,0.19488622328459188
31,0.36627882278490725,0.7417271135550227,0.21622893944058386,0.3360779158578351,0.7663874790586275,0.16719648030040593
32,0.3653034174423309,0.7420925087286465,0.21342716921089244,0.3388265109267728,0.7575023256499192,0.19871132451527077
33,0.3673926127783859,0.741073412219149,0.21780467500629383,0.36992054021564025,0.7346022887248189,0.2620189005252102
34,0.3655273787328289,0.7423079347351751,0.21645689771892285,0.3693770892789652,0.7272119704790956,0.20031095029593543
35,0.3663479538116359,0.7418869780774217,0.21469401535548413,0.33376762701262686,0.7676475934141898,0.19810929377402725
36,0.3661042761330487,0.7420199097932355,0.21479168463688178,0.3600015615851715,0.730970178070653,0.2394546663452839
37,0.3655740678599084,0.741899016106514,0.21753722983521198,0.35037725666088276,0.7466119495844933,0.17402581613639306
38,0.36589075418806094,0.7418351439997733,0.21782739830624526,0.32244296577470055,0.7722219123694175,0.23026098198546419
39,0.36393078875820883,0.7431121717283371,0.2158573924992906,0.379800066994182,0.7345732327165275,0.241805046700455
40,0.36551645203768385,0.7422057181266322,0.21689429875233876,0.43149791452391395,0.679550974761846,0.24077824683024965
41,0.366673233900061,0.7410004965171805,0.21806757686355185,0.37638925439838705,0.751385480508037,0.23707555433542565
42,0.3646979040877534,0.742172490934573,0.21549274834889262,0.39315212479439277,0.7185009777317559,0.23916020835268087
43,0.36638891900990417,0.7412600079694146,0.21789858342522078,0.41867380685590466,0.6908935678416285,0.2516790395281438
44,0.3634830007384948,0.7428787971167217,0.21841109163204955,0.38975411653518677,0.7174240492312844,0.21988940637173324
45,0.36516819341402823,0.7414546448207459,0.2171479188214252,0.3225315945415661,0.771642706860071,0.15246332741888433
46,0.36650866417574146,0.7407957933285968,0.21771890591165632,0.32025003719047224,0.7866676228256518,0.16926592790746484
47,0.3639751579068728,0.743337562382854,0.2168539920564733,0.31503831925962505,0.7770279120668141,0.17822982345161767
48,0.3644301527102662,0.7424980203170038,0.21762607950566934,0.35117386743940154,0.7483101110348757,0.22055532979168768
49,0.3631604165016751,0.7431670722322493,0.21758171572743454,0.36246312872089187,0.7356274411139361,0.2146099464132868
50,0.3656092756279525,0.7413582280998833,0.21848983840222003,0.35212751657798375,0.7445451802220838,0.2622106983165803
